IdUser GenreFilm Like/Dislike Day KindOfDay Season Time 
1 Comedy| 2 mercredi Normal Automne Matin
1 Comedy| 5 mercredi Normal Automne Matin
1 Drama|Thriller| 4 lundi Normal Automne Matin
1 Drama|Thriller| 5 lundi Normal Automne Matin
1 Comedy|Drama| 5 vendredi Vacance Automne Nuit
1 Drama| 4 mercredi Normal Automne Matin
1 Comedy|Drama| 4 mercredi Normal Automne Nuit
1 Documentary| 5 mercredi Normal Automne Nuit
1 Comedy|Romance| 3 lundi Normal Automne Matin
1 Action|Adventure|Romance|Sci-Fi|War| 5 lundi Normal Automne Soir
1 Drama|Romance|War|Western| 4 lundi Normal Automne Matin
1 Drama| 4 mercredi Normal Automne Nuit
1 Action|Thriller| 3 mercredi Normal Automne Matin
1 Action|Drama|Thriller| 3 lundi Normal Automne Matin
1 Crime|Drama|Romance|Thriller| 5 mercredi Normal Automne Nuit
1 Crime|Drama| 4 mercredi Normal Automne Nuit
1 Drama| 5 lundi Normal Automne Matin
1 Drama| 4 lundi Normal Automne Matin
1 Drama| 5 mercredi Normal Automne Matin
1 Drama| 5 mercredi Normal Automne Nuit
1 Action|Adventure|Sci-Fi| 3 lundi Normal Automne Matin
1 Children's|Comedy| 2 lundi Normal Automne Matin
1 Drama| 5 mercredi Normal Automne Nuit
1 Comedy|Drama| 4 mercredi Normal Automne Nuit
1 Comedy|Romance| 4 lundi Normal Automne Matin
1 Comedy| 3 mercredi Normal Automne Matin
1 Action|Romance|Thriller| 4 mercredi Normal Automne Nuit
1 Comedy|Romance|War| 3 mercredi Normal Automne Nuit
1 Comedy|Romance| 3 mercredi Normal Automne Nuit
1 Animation|Children's|Musical| 3 mercredi Normal Automne Matin
1 Comedy|Crime|Fantasy| 4 lundi Normal Automne Matin
1 Action|Comedy|Western| 3 mercredi Normal Automne Matin
1 Action|Comedy|Drama| 1 vendredi Vacance Printemp Nuit
1 Documentary| 4 lundi Normal Automne Matin
1 Crime|Drama| 4 lundi Normal Automne Matin
1 Drama|Thriller| 4 mercredi Normal Automne Matin
1 Adventure|Children's|Drama| 1 lundi Normal Automne Matin
1 Action|Thriller| 4 mercredi Normal Automne Nuit
1 Action|Comedy|War| 4 mercredi Normal Automne Matin
1 Comedy|Romance| 5 mercredi Normal Automne Nuit
1 Action|Adventure|Sci-Fi| 5 lundi Normal Automne Matin
1 Comedy|Romance| 3 mercredi Normal Automne Nuit
1 Horror|Sci-Fi| 4 mercredi Normal Automne Nuit
1 Comedy| 3 mercredi Normal Automne Nuit
1 Drama| 5 lundi Normal Automne Matin
1 Drama| 5 lundi Normal Automne Matin
1 Comedy|Romance| 4 lundi Normal Automne Matin
1 Film-Noir|Sci-Fi| 5 mercredi Normal Automne Nuit
1 Comedy|Romance|Thriller| 4 lundi Normal Automne Matin
1 Children's|Comedy|Musical| 5 mercredi Normal Automne Matin
1 Action|Crime|Romance| 3 mercredi Normal Automne Matin
1 Comedy|Drama| 5 mercredi Normal Automne Nuit
1 Children's|Comedy| 2 mercredi Normal Automne Nuit
1 Animation|Children's|Comedy|Musical| 4 mercredi Normal Automne Nuit
1 Action|Sci-Fi|Thriller| 5 mercredi Normal Automne Nuit
1 Adventure|Drama|Western| 3 mercredi Normal Automne Nuit
1 Drama|Thriller| 4 mercredi Normal Automne Nuit
1 Animation|Children's|Musical| 3 mercredi Normal Automne Nuit
1 Crime|Drama|Thriller| 5 lundi Normal Automne Matin
1 Action|Adventure|Animation|Horror|Sci-Fi| 2 lundi Normal Automne Matin
1 Animation|Children's| 2 vendredi Vacance Printemp Nuit
1 Animation|Children's|Musical| 1 lundi Normal Automne Matin
1 Comedy| 1 vendredi Vacance Automne Nuit
1 Comedy| 2 vendredi Vacance Automne Nuit
1 Drama|Thriller| 4 vendredi Vacance Automne Nuit
1 Drama| 4 vendredi Vacance Automne Nuit
1 Comedy| 5 vendredi Vacance Automne Nuit
1 Comedy|Sci-Fi| 5 lundi Normal Automne Soir
1 Action|Adventure|Comedy|War| 1 lundi Normal Automne Matin
1 Comedy|Romance| 5 vendredi Vacance Printemp Nuit
1 Adventure|Children's| 1 lundi Normal Automne Matin
1 Drama| 5 lundi Normal Automne Matin
1 Animation| 5 mercredi Normal Automne Nuit
1 Documentary| 5 lundi Normal Automne Matin
1 Comedy| 3 lundi Normal Automne Matin
1 Action|Adventure|Thriller| 3 mercredi Normal Automne Nuit
1 Documentary| 5 mercredi Normal Automne Matin
1 Comedy|Crime| 1 vendredi Vacance Automne Nuit
1 Action|Sci-Fi|War| 4 mercredi Normal Automne Nuit
1 Comedy| 3 vendredi Vacance Automne Nuit
1 Comedy|Horror| 4 mercredi Normal Automne Nuit
1 Drama|Mystery| 5 mercredi Normal Automne Nuit
1 Drama|Romance| 3 lundi Normal Automne Matin
1 Drama| 2 mercredi Normal Automne Nuit
1 Action|Crime|Drama| 5 lundi Normal Automne Soir
1 Action|Thriller| 4 mercredi Normal Automne Nuit
1 Crime|Drama|Romance|Thriller| 5 samedi Vacance Hiver Soir
1 Crime| 3 mercredi Normal Automne Nuit
1 Drama|Romance| 1 lundi Normal Automne Matin
1 Adventure|Children's|Drama|Musical| 4 lundi Normal Automne Matin
1 Drama|Romance|War| 4 mercredi Normal Automne Matin
1 Drama| 4 mercredi Normal Automne Nuit
1 Drama|Mystery|Sci-Fi|Thriller| 4 mercredi Normal Automne Nuit
1 Drama| 3 mercredi Normal Automne Matin
1 Drama| 5 mercredi Normal Automne Nuit
1 Children's|Comedy| 1 lundi Normal Automne Matin
1 Children's|Comedy| 3 lundi Normal Automne Matin
1 Adventure|Children's| 1 lundi Normal Automne Matin
1 Adventure|Children's|Fantasy|Sci-Fi| 3 lundi Normal Automne Matin
1 Adventure|Children's|Musical| 2 lundi Normal Automne Matin
1 Musical| 1 mercredi Normal Automne Nuit
1 Action|Thriller| 4 mercredi Normal Automne Nuit
1 Action|Sci-Fi|Thriller| 2 mercredi Normal Automne Nuit
1 Drama| 4 mercredi Normal Automne Nuit
1 Action|Thriller| 3 vendredi Vacance Automne Nuit
1 Action|Adventure| 2 vendredi Vacance Automne Nuit
1 Drama| 2 lundi Normal Automne Matin
1 Comedy|Drama| 5 mercredi Normal Automne Matin
1 Adventure|Children's|Comedy| 4 mercredi Normal Automne Nuit
1 Comedy|Sci-Fi| 5 lundi Normal Automne Matin
1 Comedy| 3 mercredi Normal Automne Matin
1 Comedy| 5 lundi Normal Automne Matin
1 Crime|Thriller| 4 lundi Normal Automne Soir
1 Drama|War| 4 mercredi Normal Automne Matin
1 Comedy| 3 lundi Normal Automne Matin
1 Mystery|Thriller| 3 mercredi Normal Automne Nuit
1 Action|Romance| 4 mercredi Normal Automne Nuit
1 Drama| 4 lundi Normal Automne Matin
1 Comedy| 4 mercredi Normal Automne Nuit
1 Action|Adventure|Sci-Fi|Thriller| 3 mercredi Normal Automne Matin
1 Drama| 5 lundi Normal Automne Soir
1 Drama| 5 lundi Normal Automne Soir
1 Comedy| 2 lundi Normal Automne Matin
1 Comedy| 5 lundi Normal Automne Soir
1 Animation|Comedy| 5 lundi Normal Automne Matin
1 Comedy|Drama|Romance| 5 mercredi Normal Automne Matin
1 Action|Adventure|Drama|Romance|Sci-Fi|War| 5 lundi Normal Automne Soir
1 Action|Adventure|Comedy|Romance| 5 lundi Normal Automne Matin
1 Action|Adventure| 5 mercredi Normal Automne Nuit
1 Sci-Fi| 5 mercredi Normal Automne Nuit
1 Action|Sci-Fi|Thriller|War| 5 mercredi Normal Automne Matin
1 Action|Western| 5 mercredi Normal Automne Matin
1 Drama| 5 lundi Normal Automne Matin
1 Sci-Fi| 3 mercredi Normal Automne Nuit
1 Drama|War| 3 mercredi Normal Automne Nuit
1 Action|Adventure|Romance|Sci-Fi|War| 5 lundi Normal Automne Soir
1 Crime|Drama| 4 mercredi Normal Automne Nuit
1 Action|Horror|Sci-Fi|Thriller| 5 mercredi Normal Automne Nuit
1 Action|Adventure|Comedy|Horror|Sci-Fi| 4 mercredi Normal Automne Nuit
1 Horror|Romance|Thriller| 4 mercredi Normal Automne Nuit
1 Action|Comedy|Musical| 4 mercredi Normal Automne Nuit
1 Action|Crime|Drama| 4 lundi Normal Automne Soir
1 Action|Drama|War| 3 mercredi Normal Automne Nuit
1 Drama|War| 5 mercredi Normal Automne Nuit
1 Drama|Mystery| 5 mercredi Normal Automne Nuit
1 Drama| 4 mercredi Normal Automne Nuit
1 Drama| 4 mercredi Normal Automne Matin
1 Comedy|Crime| 4 mercredi Normal Automne Matin
1 Action|Sci-Fi|Thriller| 5 mercredi Normal Automne Matin
1 Drama| 5 lundi Normal Automne Soir
1 Drama|Romance| 5 mercredi Normal Automne Nuit
1 Thriller| 5 lundi Normal Automne Matin
1 Drama|War| 4 mercredi Normal Automne Nuit
1 Horror| 3 mercredi Normal Automne Matin
1 Action|Adventure|Comedy|Horror| 3 lundi Normal Automne Matin
1 Western| 4 lundi Normal Automne Matin
1 Comedy|Sci-Fi| 5 mercredi Normal Automne Nuit
1 Drama|War| 3 lundi Normal Automne Matin
1 Adventure|Animation|Sci-Fi|Thriller| 4 mercredi Normal Automne Matin
1 Action|Drama|Romance| 5 mercredi Normal Automne Nuit
1 Comedy|Horror| 5 lundi Normal Automne Matin
1 Comedy|Drama|Musical| 4 dimanche Normal Printemp Matin
1 Action|Adventure| 4 lundi Normal Automne Matin
1 Comedy|War| 3 lundi Normal Automne Matin
1 Drama| 4 mercredi Normal Automne Nuit
1 Drama|Romance| 2 mercredi Normal Automne Matin
1 Drama|Musical|War| 4 mercredi Normal Automne Nuit
1 Drama| 3 mercredi Normal Automne Matin
1 Comedy|Romance| 5 mercredi Normal Automne Matin
1 Horror|Romance| 3 mercredi Normal Automne Matin
1 Thriller| 3 mercredi Normal Automne Matin
1 Horror| 1 lundi Normal Automne Matin
1 Comedy|Romance| 3 vendredi Vacance Automne Nuit
1 Drama| 5 samedi Vacance Hiver Soir
1 Action|Adventure|Sci-Fi| 4 vendredi Vacance Automne Nuit
1 Drama|Thriller| 5 mercredi Normal Automne Matin
1 Drama| 5 mercredi Normal Automne Nuit
1 Children's|Comedy| 2 lundi Normal Automne Matin
1 Action|Thriller| 3 lundi Normal Automne Matin
1 Action|Adventure|Sci-Fi| 4 mercredi Normal Automne Matin
1 Action|Adventure|Sci-Fi| 5 lundi Normal Automne Matin
1 Action|Adventure|Sci-Fi| 4 lundi Normal Automne Matin
1 Action|Adventure|Sci-Fi| 4 lundi Normal Automne Matin
1 Action|Adventure|Comedy|Crime| 1 mercredi Normal Automne Matin
1 Action|Comedy|Western| 3 lundi Normal Automne Matin
1 Action| 2 lundi Normal Automne Matin
1 Action|Horror| 4 mercredi Normal Automne Matin
1 Action|Comedy|Sci-Fi|War| 5 mercredi Normal Automne Nuit
1 Comedy|Drama| 4 mercredi Normal Automne Nuit
1 Drama|Romance| 2 mercredi Normal Automne Nuit
1 Comedy| 4 mercredi Normal Automne Nuit
1 Crime|Drama|Sci-Fi| 4 lundi Normal Automne Matin
1 Animation|Comedy| 3 mercredi Normal Automne Nuit
1 Action|Romance|War| 4 lundi Normal Automne Matin
1 Comedy| 5 vendredi Vacance Printemp Nuit
1 Children's|Comedy| 1 vendredi Vacance Automne Nuit
1 Action|Drama|Thriller| 2 samedi Vacance Hiver Soir
1 Action|Drama|Thriller|War| 2 mercredi Normal Automne Nuit
1 Drama|Romance| 5 lundi Normal Automne Soir
1 Action|Adventure|Children's| 1 vendredi Vacance Automne Nuit
1 Comedy|Crime| 4 lundi Normal Automne Soir
1 Comedy| 4 lundi Normal Automne Soir
1 Action|Sci-Fi| 4 lundi Normal Automne Soir
1 Comedy| 4 mercredi Normal Automne Nuit
1 Action|Adventure|Sci-Fi|Thriller| 2 vendredi Vacance Automne Nuit
1 Drama|Romance| 5 lundi Normal Automne Soir
1 Action|Adventure|Crime| 1 lundi Normal Automne Matin
1 Comedy|Romance| 2 mercredi Normal Hiver Nuit
1 Comedy|Romance| 4 vendredi Vacance Printemp Nuit
1 Action|Adventure|Comedy|Sci-Fi| 4 lundi Normal Automne Soir
1 Drama|Sci-Fi| 5 vendredi Vacance Automne Nuit
1 Children's|Comedy| 1 mercredi Normal Automne Matin
1 Action|Mystery|Sci-Fi|Thriller| 1 mercredi Normal Automne Nuit
1 Children's|Comedy| 1 mercredi Normal Automne Matin
1 Drama| 3 mercredi Normal Automne Nuit
1 Action| 1 mercredi Normal Automne Matin
1 Sci-Fi|Thriller| 2 mercredi Normal Automne Nuit
1 Action|Adventure| 1 mercredi Normal Hiver Nuit
1 Autre| 4 mercredi Normal Automne Matin
1 Drama|Romance| 5 mercredi Normal Automne Matin
1 Comedy| 5 mercredi Normal Automne Nuit
1 Drama|Sci-Fi|Thriller| 5 dimanche Normal Printemp Matin
1 Action|Adventure|Sci-Fi|War| 2 samedi Vacance Hiver Soir
1 Drama| 3 samedi Vacance Hiver Soir
